comment,label
হুজুর রা মনে হচ্ছে আতাত করে ফেলেছে।,3
"যে কারনে যৌন নির্যাতন, শিক্ষক লাঞ্চনা ,ছাত্র হত্যা এবং সন্ত্রাস ও চাঁদাবাজিতে ছেয়ে গেছে। শিক্ষা ব্যবস্থায় ইতিহাস, ঐতিহ্য, সভ্যতা-সংষ্কৃতি, ধর্মীয় চেতনা ও আদর্শের প্রতিফলন না থাকলে সে শিক্ষা মানুষকে মানুষ রুপে গড়ে তুলতে পারেনা।",4
বাচ্চাদের খাবার টা ডাকিয়া রাখা জায় না,0
আসসালামু আলাইকুম ভাই।,0
মুসলমানরা মানুষ মারে,3
আর আদর্শহীন শিক্ষা ব্যবস্থার কারণেই সামাজিক বিপর্যয় ঘটছে।,4
আজ মুকে হাসিনাই কেন তুবুও অনেক সুনদর,0
দেভা সিস খেয়ে ফেলবে,1
আস্তে চাপ দে  :3 গাছ ভেঙে যাবে রে  :v,2
আদর্শহীন শিক্ষা ব্যবস্থার কারণেই সামাজিক বিপর্যয় ঘটছে শিবির সভাপতি,4
মাহি আমি তোমাকে ভালবাসি ওই শালা কিস করে কে ওই শালা খাইছিতরে পালিয়ে যাবি কোথায়,2
"বুজলামনা,সকাল সকাল গরম লাগতাছে ক্যান???",2
স্বয়ং ভগবান যদি তার সৃষ্টির দ্বারা যৌন আকাঙখা এভাবে পুর্ণ করে তবে তার অধম অনুসারীরা কেন ধর্ষণ করবেনা!  আবার এক রেফারেন্সবহুল লেখায় পড়লাম ভগবান শব্দই আসলে ঠিক নয়।,3
তোমাকে চুদার খুব ইচ্ছা,1
হাসিনা পহেলা রমজানে মর্তি বসিয়ে জাতির সাথে বেইমানি করেছে মালাউন সিনহাকে দেশ থেকে বের করে দেয়া হক,3
বালু,0
"ু একটি বাস্তব জীবনের গল্প___ _বন্ধু তুই কেমন আছিস? বন্ধু:- ভালো রে খুব ভালো। _ভালো থাকলেই হল। বন্ধু:- তুইতো ভালো আছিস? হ্যা ভালো আছি। পাঁচ দিন পর------ _কিরে তুই এত শুকিয়ে গেলি কেন? তর কি হয়েছে? বিন্ধু:- না তেমন কিছু হয়নি, তবে! _তবে কি? বন্ধু:- আর কি বলবো, গত দশ দিন হয়ে গেল এখন তার সাথে কথা হয়নি, জানিনা সে কেমন আছে, তাকে খুব ভালোবাসি, তাই বার বার তাকে মনে পরে। _আরে বুকা তুই যার জন্য ঠিক মতন খাওয়া, গোসল, চলাচল বাদ দিলি সে কি তর জন্য এমন করেছে? খুঝ নিয়ে দেখ সে তকে ছাড়া খুবিই ভালো আছে। বন্ধ",0
ভগবানের আবার নাকি বউ লাগে,3
হিজাব আমার অহঙ্কার	 হিজাব আমার ধর্ম	 হিজাব পরা আমার অধিকার।,0
